student_id,subject_name,subject_code,semester,archetype,subject_score,attendance,assignment_score,quiz_average,lab_performance,previous_related_score,study_hours,difficulty_factor,cgpa,credits,is_practical,class_avg_score,score_vs_class_avg,trend_indicator,weakness_severity,needs_intervention
STU_00009,Software Engineering,SE401,4,average,2.0,79.3,38.4,2.8,0.0,49.9,12.5,0.5,3.91,4,0,44.3,-42.3,-1,3,1
STU_00009,Microcontroller & Embedded Systems,MES401,4,average,43.1,86.4,59.7,61.7,78.8,33.9,7.3,0.75,3.91,4,0,44.3,-1.2,0,2,0
STU_00009,Microcontroller Lab,MESL401,4,average,35.8,94.1,73.0,41.1,52.4,57.2,2.6,0.48,3.91,1,1,44.3,-8.5,1,2,1
STU_00009,Computer Networks Lab,CNL401,4,average,38.3,70.6,70.0,31.0,58.5,46.1,0.0,0.43,3.91,1,1,44.3,-6.0,-1,2,0
STU_00010,Engineering Mathematics-III,MATH301,3,topper,78.7,79.2,100.0,67.4,77.6,94.8,12.0,0.82,7.83,4,0,65.8,12.9,0,0,0
STU_00010,Data Structures and Algorithms,DSA301,3,topper,86.3,97.5,79.1,71.3,100.0,74.8,10.8,0.68,7.83,4,0,65.8,20.5,0,0,0
STU_00010,Database Management Systems,DBMS301,3,topper,71.6,99.5,87.7,91.7,64.8,100.0,12.1,0.58,7.83,4,0,65.8,5.8,0,0,0
STU_00010,Digital Logic & Design,DLDA301,3,topper,71.8,100.0,86.0,67.7,46.6,59.9,11.8,0.65,7.83,4,0,65.8,6.0,1,0,0
STU_00010,Python Programming,PYTHON301,3,topper,95.7,84.8,95.1,100.0,97.0,96.1,5.7,0.38,7.83,2,1,65.8,29.9,0,0,0
STU_00010,DSA Laboratory,DSAL301,3,topper,95.7,96.5,100.0,100.0,100.0,71.6,4.8,0.42,7.83,1,1,65.8,29.9,1,0,0
STU_00011,Engineering Mathematics-IV,MATH401,4,strong,72.3,77.0,92.4,100.0,86.5,92.6,7.9,0.78,8.68,4,0,55.5,16.8,0,0,0
STU_00011,Operating Systems,OS401,4,strong,66.9,74.8,95.5,59.9,21.8,74.4,7.6,0.72,8.68,4,0,55.5,11.4,0,0,0
STU_00011,Computer Networks,CN401,4,strong,56.7,91.4,86.9,51.5,61.2,86.2,7.9,0.67,8.68,4,0,55.5,1.2,1,0,0
STU_00011,Software Engineering,SE401,4,strong,75.8,76.7,77.6,83.9,100.0,77.9,9.5,0.5,8.68,4,0,55.5,20.3,1,0,0
STU_00011,Microcontroller & Embedded Systems,MES401,4,strong,48.8,85.0,74.5,66.9,47.0,76.9,8.7,0.75,8.68,4,0,55.5,-6.7,1,1,0
STU_00011,Microcontroller Lab,MESL401,4,strong,84.3,90.4,73.4,57.4,92.5,76.3,2.4,0.48,8.68,1,1,55.5,28.8,-1,0,0
STU_00011,Computer Networks Lab,CNL401,4,strong,90.0,74.4,82.4,85.0,91.4,71.9,1.1,0.43,8.68,1,1,55.5,34.5,0,0,0
STU_00012,Artificial Intelligence,ITPCC710,7,average,28.4,72.9,45.3,42.7,27.5,58.0,4.8,0.7,6.63,4,0,58.8,-30.4,0,4,1
STU_00012,AI Laboratory,ITLBC711,7,average,57.5,81.4,55.9,50.5,49.8,46.2,2.7,0.42,6.63,1,1,58.8,-1.3,0,1,0
STU_00012,Data Analytics Lab,ITLBC712,7,average,52.3,63.2,66.9,69.8,61.9,58.5,2.7,0.38,6.63,1,1,58.8,-6.5,1,2,0
STU_00013,Automata Theory,ITPCC509,5,below_avg,2.0,51.1,58.9,0.0,0.0,23.9,2.5,0.85,3.12,4,0,68.8,-66.8,0,4,1
STU_00013,Design & Analysis of Algorithms,ITPCC501,5,below_avg,5.4,57.5,65.6,11.3,0.0,30.0,3.2,0.78,3.12,3,0,68.8,-63.4,1,4,1
STU_00013,Cloud Computing Laboratory,ITLBC506,5,below_avg,4.3,48.6,45.3,25.6,2.3,21.6,2.8,0.44,3.12,1,1,68.8,-64.5,-1,4,1
STU_00013,Mobile App Development Lab,ITLBC507,5,below_avg,19.8,72.2,56.7,16.5,34.2,45.9,1.4,0.46,3.12,1,1,68.8,-49.0,0,3,1
STU_00014,Engineering Mathematics-III,MATH301,3,topper,93.4,100.0,98.8,100.0,82.9,87.6,15.0,0.82,8.75,4,0,55.5,37.9,1,0,0
STU_00014,Data Structures and Algorithms,DSA301,3,topper,84.8,100.0,78.2,97.8,67.5,55.4,15.0,0.68,8.75,4,0,55.5,29.3,1,0,0
STU_00014,Database Management Systems,DBMS301,3,topper,94.5,92.4,84.6,92.2,100.0,85.0,15.0,0.58,8.75,4,0,55.5,39.0,0,0,0
STU_00014,Digital Logic & Design,DLDA301,3,topper,92.8,100.0,86.1,92.3,100.0,79.8,15.0,0.65,8.75,4,0,55.5,37.3,0,0,0
STU_00014,Python Programming,PYTHON301,3,topper,100.0,89.0,93.7,100.0,99.8,77.8,7.9,0.38,8.75,2,1,55.5,44.5,1,0,0
STU_00014,DSA Laboratory,DSAL301,3,topper,95.8,96.5,93.7,99.1,100.0,95.0,5.5,0.42,8.75,1,1,55.5,40.3,1,0,0
STU_00015,Engineering Mathematics-III,MATH301,3,struggling,12.9,27.6,45.1,18.0,0.0,9.5,0.4,0.82,2.78,4,0,46.0,-33.1,0,4,1
STU_00015,Data Structures and Algorithms,DSA301,3,struggling,23.4,32.0,42.4,17.0,30.2,23.2,2.2,0.68,2.78,4,0,46.0,-22.6,-1,4,1
STU_00015,Database Management Systems,DBMS301,3,struggling,2.0,43.1,38.5,0.0,8.5,28.2,0.7,0.58,2.78,4,0,46.0,-44.0,0,4,1
STU_00015,Digital Logic & Design,DLDA301,3,struggling,4.8,49.7,41.1,0.0,20.7,18.3,1.0,0.65,2.78,4,0,46.0,-41.2,0,4,1
STU_00015,Python Programming,PYTHON301,3,struggling,21.8,24.3,43.7,15.6,38.6,42.7,0.0,0.38,2.78,2,1,46.0,-24.2,0,4,1
STU_00015,DSA Laboratory,DSAL301,3,struggling,2.0,56.8,49.8,0.0,15.5,5.0,0.0,0.42,2.78,1,1,46.0,-44.0,-1,4,1
STU_00016,Engineering Mathematics-III,MATH301,3,average,8.2,55.3,65.9,13.3,0.0,31.9,4.6,0.82,4.12,4,0,60.6,-52.4,0,4,1
STU_00016,Data Structures and Algorithms,DSA301,3,average,26.5,41.8,74.5,47.4,19.8,44.2,4.7,0.68,4.12,4,0,60.6,-34.1,-1,3,1
STU_00016,Database Management Systems,DBMS301,3,average,35.9,52.8,90.4,6.5,12.6,34.0,3.2,0.58,4.12,4,0,60.6,-24.7,0,3,1
STU_00016,Digital Logic & Design,DLDA301,3,average,37.8,71.8,60.5,44.9,33.5,21.2,6.5,0.65,4.12,4,0,60.6,-22.8,-1,3,1
STU_00016,Python Programming,PYTHON301,3,average,63.4,78.6,69.6,55.6,42.7,31.9,3.2,0.38,4.12,2,1,60.6,2.8,0,1,0
STU_00016,DSA Laboratory,DSAL301,3,average,48.4,64.5,61.0,41.5,78.7,27.3,2.0,0.42,4.12,1,1,60.6,-12.2,0,2,1
STU_00017,Engineering Mathematics-III,MATH301,3,average,42.2,64.0,54.8,37.5,41.1,36.3,5.1,0.82,5.87,4,0,50.4,-8.2,0,3,1
STU_00017,Data Structures and Algorithms,DSA301,3,average,33.8,78.4,62.9,52.2,33.9,30.7,6.8,0.68,5.87,4,0,50.4,-16.6,0,2,0
STU_00017,Database Management Systems,DBMS301,3,average,68.1,67.1,47.7,81.3,62.9,32.5,4.1,0.58,5.87,4,0,50.4,17.7,0,1,0
STU_00017,Digital Logic & Design,DLDA301,3,average,31.0,81.1,58.4,26.3,20.0,24.0,6.0,0.65,5.87,4,0,50.4,-19.4,0,3,1
STU_00017,Python Programming,PYTHON301,3,average,40.9,63.9,51.6,48.9,48.5,46.0,2.3,0.38,5.87,2,1,50.4,-9.5,-1,3,1
STU_00017,DSA Laboratory,DSAL301,3,average,60.8,70.1,56.1,49.8,55.4,50.3,0.0,0.42,5.87,1,1,50.4,10.4,0,1,0
STU_00018,Cryptography & Network Security,ITPCC611,6,topper,79.8,99.7,91.7,74.2,85.3,62.4,14.2,0.8,7.74,4,0,61.6,18.2,0,0,0
STU_00018,Cryptography Lab,ITLBC608,6,topper,96.5,100.0,95.7,100.0,100.0,78.5,7.3,0.48,7.74,1,1,61.6,34.9,0,0,0
STU_00018,Data Science Laboratory,ITLBC609,6,topper,96.0,94.2,100.0,100.0,100.0,75.5,4.2,0.4,7.74,1,1,61.6,34.4,1,0,0
STU_00018,DevOps Laboratory,ITSBL603,6,topper,85.4,92.3,100.0,89.7,92.4,87.1,7.3,0.46,7.74,2,1,61.6,23.8,-1,0,0
STU_00019,Artificial Intelligence,ITPCC710,7,struggling,29.8,28.4,3.0,18.9,27.5,20.4,3.5,0.7,2.8,4,0,72.3,-42.5,-1,4,1
STU_00019,AI Laboratory,ITLBC711,7,struggling,54.0,29.4,22.1,49.1,52.1,11.9,0.3,0.42,2.8,1,1,72.3,-18.3,-1,3,1
STU_00019,Data Analytics Lab,ITLBC712,7,struggling,13.6,23.6,7.9,16.3,23.1,12.2,2.0,0.38,2.8,1,1,72.3,-58.7,-1,4,1
STU_00020,Engineering Mathematics-III,MATH301,3,topper,74.5,92.9,81.4,60.6,70.4,82.2,10.6,0.82,7.68,4,0,61.3,13.2,0,0,0
STU_00020,Data Structures and Algorithms,DSA301,3,topper,74.5,89.2,90.6,77.9,60.8,91.5,13.5,0.68,7.68,4,0,61.3,13.2,-1,0,0
STU_00020,Database Management Systems,DBMS301,3,topper,78.4,97.3,100.0,85.5,62.9,71.5,12.8,0.58,7.68,4,0,61.3,17.1,0,0,0
STU_00020,Digital Logic & Design,DLDA301,3,topper,72.9,100.0,97.2,81.6,91.3,86.3,11.1,0.65,7.68,4,0,61.3,11.6,1,0,0
STU_00020,Python Programming,PYTHON301,3,topper,91.9,87.9,100.0,100.0,100.0,75.2,6.5,0.38,7.68,2,1,61.3,30.6,1,0,0
STU_00020,DSA Laboratory,DSAL301,3,topper,91.9,100.0,85.0,84.1,86.8,77.5,5.9,0.42,7.68,1,1,61.3,30.6,0,0,0
STU_00021,Automata Theory,ITPCC509,5,average,29.6,49.5,58.1,33.9,22.2,37.7,4.6,0.85,5.88,4,0,67.4,-37.8,0,4,1
STU_00021,Design & Analysis of Algorithms,ITPCC501,5,average,28.5,72.6,65.6,38.2,53.0,39.5,0.3,0.78,5.88,3,0,67.4,-38.9,0,3,1
STU_00021,Cloud Computing Laboratory,ITLBC506,5,average,28.3,77.7,49.0,27.3,41.9,45.1,1.5,0.44,5.88,1,1,67.4,-39.1,0,3,1
STU_00021,Mobile App Development Lab,ITLBC507,5,average,54.0,66.3,56.8,43.9,62.0,37.5,1.2,0.46,5.88,1,1,67.4,-13.4,1,1,0
STU_00022,Engineering Mathematics-IV,MATH401,4,failing,2.0,24.1,20.2,15.6,0.0,2.0,3.2,0.78,0.02,4,0,51.4,-49.4,-1,4,1
STU_00022,Operating Systems,OS401,4,failing,2.0,30.1,22.8,0.0,0.0,26.4,0.4,0.72,0.02,4,0,51.4,-49.4,-1,4,1
STU_00022,Computer Networks,CN401,4,failing,5.4,46.0,0.0,0.0,9.0,5.0,2.7,0.67,0.02,4,0,51.4,-46.0,-1,4,1
STU_00022,Software Engineering,SE401,4,failing,2.0,36.3,18.2,0.0,0.0,5.0,2.7,0.5,0.02,4,0,51.4,-49.4,-1,4,1
STU_00022,Microcontroller & Embedded Systems,MES401,4,failing,2.0,44.3,20.3,7.8,20.3,5.0,3.0,0.75,0.02,4,0,51.4,-49.4,0,4,1
STU_00022,Microcontroller Lab,MESL401,4,failing,2.0,19.6,19.9,0.0,13.0,5.0,0.2,0.48,0.02,1,1,51.4,-49.4,0,4,1
STU_00022,Computer Networks Lab,CNL401,4,failing,2.0,15.7,17.0,9.4,25.7,20.7,0.0,0.43,0.02,1,1,51.4,-49.4,-1,4,1
STU_00023,Engineering Mathematics-III,MATH301,3,strong,63.3,91.5,80.5,63.5,48.7,67.2,8.1,0.82,6.02,4,0,54.5,8.8,1,1,0
STU_00023,Data Structures and Algorithms,DSA301,3,strong,65.1,99.6,68.8,77.4,63.3,66.3,9.2,0.68,6.02,4,0,54.5,10.6,0,0,0
STU_00023,Database Management Systems,DBMS301,3,strong,81.3,68.9,81.7,84.5,100.0,77.7,11.4,0.58,6.02,4,0,54.5,26.8,0,0,0
STU_00023,Digital Logic & Design,DLDA301,3,strong,92.4,81.8,79.0,68.0,70.6,87.4,10.0,0.65,6.02,4,0,54.5,37.9,0,0,0
STU_00023,Python Programming,PYTHON301,3,strong,82.1,87.6,71.6,100.0,100.0,57.7,4.9,0.38,6.02,2,1,54.5,27.6,0,0,0
STU_00023,DSA Laboratory,DSAL301,3,strong,80.5,83.0,69.9,72.7,100.0,78.6,1.5,0.42,6.02,1,1,54.5,26.0,1,0,0
STU_00024,Engineering Mathematics-IV,MATH401,4,average,51.1,84.3,47.5,58.7,48.4,36.9,5.2,0.78,5.91,4,0,65.9,-14.8,0,2,1
STU_00024,Operating Systems,OS401,4,average,79.1,80.1,64.9,66.3,100.0,38.5,4.8,0.72,5.91,4,0,65.9,13.2,1,0,0
STU_00024,Computer Networks,CN401,4,average,27.4,62.7,72.9,40.2,37.6,57.3,7.2,0.67,5.91,4,0,65.9,-38.5,-1,3,1
STU_00024,Software Engineering,SE401,4,average,61.9,78.3,69.1,83.1,38.8,50.6,6.4,0.5,5.91,4,0,65.9,-4.0,0,1,0
STU_00024,Microcontroller & Embedded Systems,MES401,4,average,37.9,84.9,56.4,40.1,60.6,61.9,3.7,0.75,5.91,4,0,65.9,-28.0,-1,2,0
STU_00024,Microcontroller Lab,MESL401,4,average,40.5,80.2,59.7,44.6,82.1,31.3,0.3,0.48,5.91,1,1,65.9,-25.4,-1,2,0
STU_00024,Computer Networks Lab,CNL401,4,average,52.0,78.4,59.9,68.5,57.7,61.0,0.0,0.43,5.91,1,1,65.9,-13.9,0,1,0
STU_00025,Engineering Mathematics-IV,MATH401,4,below_avg,18.7,47.9,50.3,19.7,23.0,32.5,3.0,0.78,2.91,4,0,50.8,-32.1,1,4,1
STU_00025,Operating Systems,OS401,4,below_avg,16.6,73.7,57.7,1.5,0.7,39.9,5.5,0.72,2.91,4,0,50.8,-34.2,1,4,1
STU_00025,Computer Networks,CN401,4,below_avg,25.3,55.6,43.8,6.3,34.1,17.9,1.7,0.67,2.91,4,0,50.8,-25.5,0,3,1
STU_00025,Software Engineering,SE401,4,below_avg,41.4,69.5,63.1,31.7,53.1,40.9,1.3,0.5,2.91,4,0,50.8,-9.4,0,2,0
STU_00025,Microcontroller & Embedded Systems,MES401,4,below_avg,45.0,72.4,88.0,44.1,24.4,50.5,3.5,0.75,2.91,4,0,50.8,-5.8,0,2,0
STU_00025,Microcontroller Lab,MESL401,4,below_avg,31.1,51.4,60.5,36.9,44.9,50.3,0.4,0.48,2.91,1,1,50.8,-19.7,0,4,1
STU_00025,Computer Networks Lab,CNL401,4,below_avg,25.9,69.7,58.9,46.7,18.5,39.5,0.4,0.43,2.91,1,1,50.8,-24.9,1,3,1
STU_00026,Cryptography & Network Security,ITPCC611,6,strong,65.6,76.1,89.5,72.1,67.8,63.1,13.4,0.8,6.77,4,0,65.3,0.3,1,0,0
STU_00026,Cryptography Lab,ITLBC608,6,strong,80.7,81.9,89.3,78.5,100.0,43.3,4.4,0.48,6.77,1,1,65.3,15.4,0,0,0
STU_00026,Data Science Laboratory,ITLBC609,6,strong,73.1,85.8,84.3,85.9,60.2,70.7,2.3,0.4,6.77,1,1,65.3,7.8,1,0,0
STU_00026,DevOps Laboratory,ITSBL603,6,strong,71.3,64.5,84.4,57.9,76.1,42.4,5.6,0.46,6.77,2,1,65.3,6.0,0,1,0
STU_00027,Automata Theory,ITPCC509,5,struggling,5.9,39.0,9.0,0.0,0.0,41.9,4.8,0.85,2.51,4,0,55.5,-49.6,-1,4,1
STU_00027,Design & Analysis of Algorithms,ITPCC501,5,struggling,12.0,44.8,3.5,27.4,0.0,35.7,2.5,0.78,2.51,3,0,55.5,-43.5,0,4,1
STU_00027,Cloud Computing Laboratory,ITLBC506,5,struggling,31.8,62.3,5.4,25.0,56.0,27.9,1.7,0.44,2.51,1,1,55.5,-23.7,-1,4,1
STU_00027,Mobile App Development Lab,ITLBC507,5,struggling,24.1,54.1,12.9,42.1,36.2,31.8,0.3,0.46,2.51,1,1,55.5,-31.4,0,4,1
STU_00028,Artificial Intelligence,ITPCC710,7,average,44.4,95.1,76.7,21.4,31.4,36.6,2.5,0.7,6.18,4,0,44.7,-0.3,0,2,0
STU_00028,AI Laboratory,ITLBC711,7,average,40.9,72.5,57.1,52.9,32.1,53.8,0.0,0.42,6.18,1,1,44.7,-3.8,0,2,0
STU_00028,Data Analytics Lab,ITLBC712,7,average,55.3,74.7,54.5,48.1,55.4,58.0,2.1,0.38,6.18,1,1,44.7,10.6,-1,1,0
STU_00029,Engineering Mathematics-III,MATH301,3,improving,30.9,71.3,68.8,39.8,70.5,49.0,4.3,0.82,6.92,4,0,64.3,-33.4,1,3,1
STU_00029,Data Structures and Algorithms,DSA301,3,improving,54.8,85.9,86.6,62.5,35.9,75.3,6.9,0.68,6.92,4,0,64.3,-9.5,1,1,0
STU_00029,Database Management Systems,DBMS301,3,improving,59.4,63.8,80.8,71.7,63.8,85.8,7.9,0.58,6.92,4,0,64.3,-4.9,1,1,0
STU_00029,Digital Logic & Design,DLDA301,3,improving,65.6,83.2,68.9,88.8,69.8,73.7,7.3,0.65,6.92,4,0,64.3,1.3,1,0,0
STU_00029,Python Programming,PYTHON301,3,improving,85.4,82.2,85.8,79.6,80.2,76.1,2.9,0.38,6.92,2,1,64.3,21.1,1,0,0
STU_00029,DSA Laboratory,DSAL301,3,improving,68.3,66.3,70.1,67.4,73.1,58.8,1.6,0.42,6.92,1,1,64.3,4.0,1,0,0
STU_00030,Engineering Mathematics-IV,MATH401,4,average,50.8,87.2,69.6,42.0,67.5,34.9,1.7,0.78,4.88,4,0,58.2,-7.4,1,2,0
STU_00030,Operating Systems,OS401,4,average,33.4,72.1,83.5,54.7,26.7,48.8,1.4,0.72,4.88,4,0,58.2,-24.8,1,2,0
